FID,OBJECTID,Site ID,Site Name,Level of Government,State,Level of Protection,Management Agency,Management Plan,Primary Conservation Focus,Conservation Focus,Fishing Restrictions,Protection Focus,Permanence,Constancy,Year Established,Anchor,Vessel,IUCN_MPA,IUCN category,Category,Marine Status,URL,WDPA_Cd,ProSeasID,Designation,Area (km2),Marine Area (km2),Percent Area Marine,No-Take Area (km2),Longitude,Latitude,VxCount,SHAPE_Leng,SHAPE_Area,Shape__Area,Shape__Length
548,548,HI12,Pupukea Marine Life Conservation District,State,HI,Zoned w/No Take Areas,Hawaii Department of Land and Natural Resources,Community Agreement,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1983,Restricted,Restricted,1,IV,IUCN MPA,Mixed,http://dlnr.hawaii.gov/dar/marine-managed-areas/hawaii-marine-life-conservation-districts/oahu-pupukea/,555586882,HI12,Marine Life Conservation District,0.713838,0.644089639,90,0,-158.0658115,21.64475247,129,0.048185689,6.19789E-05,826320.5547,5630.743107
549,549,NMS2,Cordell Bank National Marine Sanctuary,Federal,CA,Zoned Multiple Use,NOAA National Marine Sanctuary Program,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1989,Unrestricted,Unrestricted,1,V,IUCN MPA,Marine,https://cordellbank.noaa.gov/,555586742,NMS2,National Marine Sanctuary,3334.35,3334.345215,100,0,-123.5450913,38.0772448,20,2.495081372,0.341968911,5382147915,306088.133
550,550,NMS8,Greater Farallones National Marine Sanctuary,Federal,CA,Zoned Multiple Use,NOAA National Marine Sanctuary Program,Non-MPA Programmatic Habitat Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1981,Unrestricted,Restricted,1,V,IUCN MPA,Marine,https://farallones.noaa.gov/,555586743,NMS8,National Marine Sanctuary,8556.35,8544.423828,100,0,-123.4773429,38.30868727,26792,8.145409313,0.880304505,13899883922,1011672.446
551,551,CA116,Scripps Coastal Reserve,State,CA,Uniform Multiple Use,"University of California Natural Reserve Manager, University of California San Diego",Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1965,,,1,IV,IUCN MPA,Marine,http://nrs.ucsd.edu/reserves/scripps.html,352970,CA116,Coastal Reserve,0.35771,0.34776625,97,0,-117.2559629,32.86777746,82,0.025754285,3.43675E-05,507049.1758,3204.180586
552,552,SC5,Turtle Island Wildlife Management Area,State,SC,Uniform Multiple Use,South Carolina Department of Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,No Site Restrictions,Ecosystem,Permanent,Year-round,1975,,,1,VI,IUCN MPA,Mixed,https://whc.unesco.org/en/tentativelists/6008/,376179,SC5,Wildlife Management Area,6.68026,0.452926606,7,0,-80.90485271,32.06718675,58,0.12684669,0.000636135,9302286.816,15267.54544
553,553,VI28,Cas Cay-Mangrove Lagoon Marine Reserve & Wildlife Sanctuary,Territorial,US-VI,Uniform Multiple Use,Virgin Islands Department Of Planning and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1994,Restricted,Restricted,1,IV,IUCN MPA,Marine,https://www.coris.noaa.gov/activities/habitat_assessment/usvi.pdf,0,VI28a,Marine Reserve & Wildlife Sanctuary,2.96528,2.811069012,95,0,-64.87101387,18.30994217,347,0.099746867,0.00025205,3289985.34,11359.50902
554,554,NER5,Delaware National Estuarine Research Reserve,Partnership,DE,Uniform Multiple Use,Delaware Department of Natural Resources and Environmental Control & National Oceanic and Atmospheric Administration,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1993,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,http://www.dnrec.delaware.gov/coastal/DNERR/_layouts/Authenticate.aspx?Source=%2Fcoastal%2Fdnerr%2Fpages%2Fdelawarenationalestuarineresearchreserve%2Easpx,555586881,NER5,National Estuarine Research Reserve,21.8938,7.378555775,34,0,-75.46597446,39.08609236,746,0.69346101,0.002278227,36404841.75,85069.00208
555,555,CA139,Skunk Point (Santa Rosa Island) State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2003,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Mixed,https://www.dfg.ca.gov/m/mpa/Details?mpaID=114,352745,CA139,State Marine Reserve,3.80897,3.559851408,93,3.808966398,-119.9728021,33.96914257,156,0.094111593,0.000370598,5537491.297,11865.44978
556,556,CA140,Carrington Point (Santa Rosa Island) State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2003,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.dfg.ca.gov/m/mpa/Details?mpaID=47,352746,CA140,State Marine Reserve,33.1819,33.07815552,100,33.18194962,-120.0485525,34.04201159,991,0.312020053,0.003231384,48324984.68,38226.58888
557,557,CA141,South Point (Santa Rosa Island) State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2003,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=100882&inline,352747,CA141,State Marine Reserve,33.9555,33.75799942,99,33.95552826,-120.1384844,33.8767804,880,0.251135487,0.0033005,49262842.32,31206.47914
558,558,CA142,Gull Island (Santa Cruz Island) State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2003,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=100884&inline,352748,CA142,State Marine Reserve,51.7539,51.72266769,100,51.75393295,-119.8397856,33.93571237,571,0.283463825,0.005033731,75184780.5,34482.82905
559,559,CA143,Scorpion (Santa Cruz Island) State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2003,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,352749,CA143,State Marine Reserve,25.0202,24.90119553,100,25.02017593,-119.5688512,34.07786027,703,0.228144438,0.00243763,36469914.41,28619.06778
560,560,CA144,Santa Barbara Island State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2003,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,352750,CA144,State Marine Reserve,33.1589,33.12553787,100,33.15887833,-119.0071741,33.44898956,250,0.231579593,0.003207005,47629913.88,28163.56429
561,561,CA145,Anacapa Island State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2003,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,352751,CA145,State Marine Reserve,29.9783,29.87516785,100,29.97833252,-119.3840226,34.03783637,729,0.241513306,0.00291935,43656405.63,30069.08967
562,562,CA150,San Miguel Island Special Closure A-1,State,CA,No Access,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,No Site Restrictions,Ecosystem,Permanent,Year-round,2005,Restricted,Restricted,1,Ia,IUCN MPA,Marine,http://www.dfg.ca.gov/m/MPA/Details?mpaID=107,555586888,CA150,Special Closure,2.24482,2.15367651,96,2.244824886,-120.4415384,34.02937462,974,0.161469647,0.000218591,3268633.895,19328.92814
563,563,CA151,Anacapa Island Special Closure (B),State,CA,No Access,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Seasonal,2005,Restricted,Restricted,1,Ia,IUCN MPA,Mixed,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555586889,CA151,Special Closure,0.482913,0.436076283,90,0.482913405,-119.4152886,34.01286479,347,0.036704534,4.70131E-05,702833.6211,4509.863934
564,564,CA203,Natural Bridges State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2007,,,1,Ia,IUCN MPA,Mixed,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Central-California,555547353,CA203,State Marine Reserve,0.658781,0.439699531,67,0.658780813,-122.0950062,36.95891161,1185,0.184999653,6.65268E-05,1031661.281,22169.53499
565,565,CA204,Elkhorn Slough State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1980,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Mixed,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Central-California,555547351,CA204,State Marine Reserve,7.06154,1.052439094,15,7.061536789,-121.7480137,36.81560849,1295,0.429821717,0.000711848,11019445.22,53313.9434
566,566,CA206,Moro Cojo Slough State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2007,,,1,Ia,IUCN MPA,Mixed,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Central-California,555547354,CA206,State Marine Reserve,0.527345,0.227550551,43,0.527344644,-121.7673864,36.79553994,463,0.13705919,5.31423E-05,822375.582,16879.18654
567,567,CA210,Lovers Point State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2007,,,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Central-California,555547355,CA210,State Marine Reserve,0.766367,0.733090758,96,0.766366661,-121.9062241,36.62296686,349,0.054608607,7.7056E-05,1189768.039,6498.345281
568,568,CA212,Asilomar State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2007,,,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Central-California,555547391,CA212,State Marine Reserve,3.97964,3.898405075,98,3.979640722,-121.9463446,36.62607543,422,0.109973034,0.000400204,6179888.055,14261.99887
569,569,CA213,Carmel Pinnacles State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2007,,,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Central-California,555547392,CA213,State Marine Reserve,1.3687,1.368699193,100,1.368699193,-121.9675,36.55625,5,0.048333333,0.0001375,2121202.852,5880.263333
570,570,CA215,Point Lobos State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1973,Restricted,Restricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Central-California,555547393,CA215,State Marine Reserve,14.2748,14.05250645,98,14.27478027,-121.9547428,36.50542256,2893,0.357377499,0.001433199,22095341.2,43883.86446
571,571,CA217,Point Sur State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2007,,,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Central-California,555547394,CA217,State Marine Reserve,25.4162,25.35990715,100,25.41624451,-121.8805731,36.27748589,641,0.268304364,0.002544361,39107978.43,32432.23514
572,572,CA219,Big Creek State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1994,Prohibited,Restricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Central-California,312356,CA219,State Marine Reserve,37.6725,37.66991043,100,37.67246246,-121.6361155,36.07068227,1024,0.364026703,0.003761125,57662048.57,44059.11408
573,573,CA221,Piedras Blancas State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2007,,,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Central-California,555547360,CA221,State Marine Reserve,27.0949,27.01104546,100,27.09487915,-121.3047803,35.6809301,952,0.322332426,0.002692007,41066474.18,38959.42499
574,574,CA226,Morro Bay State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2007,,,1,Ia,IUCN MPA,Mixed,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Central-California,555547352,CA226,State Marine Reserve,2.2881,1.051660657,46,2.288100243,-120.8315375,35.3405473,448,0.089566181,0.000226355,3438637.98,11212.80129
575,575,CA227,Point Buchon State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2007,,,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Central-California,555547361,CA227,State Marine Reserve,17.3555,17.29925919,100,17.35549355,-120.8958879,35.22727853,662,0.236018336,0.001714808,26009174.71,29527.04853
576,576,CA229,Vandenberg State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1994,Prohibited,Restricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Central-California,312359,CA229,State Marine Reserve,85.3739,85.07036591,100,85.37388611,-120.6423062,34.66337852,1288,0.558540322,0.008381851,126282364.8,71196.84303
577,577,CA231,Footprint State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2007,,,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555547362,CA231,State Marine Reserve,18.3131,18.31307793,100,18.31307793,-119.4690839,33.97611952,117,0.247621012,0.001782051,26629702.18,29783.57523
578,578,CA233,Point Arena State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2010,,,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/North-Central-California,555547363,CA233,State Marine Reserve,11.3541,11.32967186,100,11.35409546,-123.752844,38.96035799,317,0.160458117,0.001178381,18779434.53,20589.50248
579,579,CA237,Del Mar Landing State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2010,,,1,Ia,IUCN MPA,Mixed,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/North-Central-California,312172,CA237,State Marine Reserve,0.560877,0.353981405,63,0.560876548,-123.511425,38.73929291,269,0.043476941,5.80274E-05,921892.3594,5378.436793
580,580,CA238,Stewarts Point State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2010,,,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/North-Central-California,555547390,CA238,State Marine Reserve,62.4095,62.04696655,99,62.40945816,-123.4314921,38.63378426,1038,0.428506314,0.006447087,102276714.2,52150.128
581,581,CA240,Gerstle Cove State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2010,,,1,Ia,IUCN MPA,Interface,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/North-Central-California,555586441,CA240,State Marine Reserve,0.0263617,0.000603723,2,0.026361668,-123.3302199,38.56646591,81,0.008097715,2.72074E-06,43120.78125,981.6612739
582,582,CA241,Russian River State Marine Recreational Management Area,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2010,,,1,Ia,IUCN MPA,Mixed,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/North-Central-California,555547364,CA241,State Marine Recreational Management Area,0.921663,0.584021509,63,0.921662807,-123.116683,38.44763592,540,0.085279926,9.49627E-05,1502513.949,10469.39397
583,583,CA243,Bodega Head State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2010,,,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/North-Central-California,555547365,CA243,State Marine Reserve,24.2346,23.9045887,99,24.23456192,-123.1051184,38.31737496,836,0.251869303,0.00249259,39368734.71,30199.47038
584,584,CA248,Estero de Limantour State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2010,,,1,Ia,IUCN MPA,Mixed,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/North-Central-California,312840,CA248,State Marine Reserve,3.75737,3.073987961,82,3.757365942,-122.9187392,38.03367813,1950,0.264929693,0.00038497,6056972.941,32727.30679
585,585,CA249,Point Reyes State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2010,,,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/North-Central-California,555547366,CA249,State Marine Reserve,24.7807,24.56887627,99,24.78066063,-122.9680593,38.0044639,1441,0.369277907,0.002537767,39909165.03,44528.20363
586,586,CA252,Southeast Farallon Island State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2010,,,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/North-Central-California,555547367,CA252,State Marine Reserve,13.8943,13.75146961,99,13.89433193,-123.0127307,37.69232075,6665,0.25105976,0.001416939,22189592.75,31439.85379
587,587,CA254,Montara State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2010,,,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/North-Central-California,555547368,CA254,State Marine Reserve,30.6399,30.50681496,100,30.63991547,-122.5473811,37.52173254,683,0.257060255,0.003117489,48708773.61,31030.14441
588,588,CA256,Point Reyes Headlands Special Closure,State,CA,No Access,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Year-round,2010,,Prohibited,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/North-Central-California,555547369,CA256,Special Closure,1.74321,1.723297119,99,1.74321425,-122.9903932,37.9915821,1072,0.141333741,0.000178495,2806640.672,16807.46824
589,589,CA257,Point Resistance Special Closure,State,CA,No Access,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Year-round,2010,,Prohibited,1,Ia,IUCN MPA,Marine,http://www.parks.ca.gov/?page_id=27715,555547370,CA257,Special Closure,0.0378031,0.037803147,100,0.037803147,-122.8292328,37.99852608,126,0.00705091,3.87119E-06,60876.01563,876.8337914
590,590,CA258,Double Point/Stormy Stack Special Closure,State,CA,No Access,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Year-round,2010,,Prohibited,1,Ia,IUCN MPA,Mixed,http://www.dfg.ca.gov/mlpa/pdfs/nccmpas/dpss_sclosure.pdf,555547371,CA258,Special Closure,0.0583156,0.053942952,93,0.058315564,-122.785813,37.94724002,166,0.008877118,5.96757E-06,93776.875,1105.462395
591,591,CA259,Egg (Devil's Slide) Rock to Devil's Slide Special Closure,State,CA,No Access,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Year-round,2010,,Prohibited,1,Ia,IUCN MPA,Mixed,http://www.parks.ca.gov/?page_id=27721,555547372,CA259,Special Closure,0.130117,0.106569581,82,0.130117461,-122.520192,37.57736967,95,0.014791371,1.32488E-05,207158.8594,1822.385431
592,592,CA260,North Farallon Islands Special Closure,State,CA,No Access,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Year-round,2010,,Prohibited,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/North-Central-California,555547373,CA260,Special Closure,0.552268,0.532911897,96,0.552267969,-123.1053753,37.77019854,918,0.059598166,5.63793E-05,883842.7461,7355.071775
593,593,CA261,Southeast Farallon Special Closure A,State,CA,No Access,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Year-round,2010,,Prohibited,1,Ia,IUCN MPA,Mixed,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/North-Central-California,555547374,CA261,Special Closure,0.426064,0.328600973,77,0.426064074,-123.0072451,37.69903952,6304,0.123753482,4.34538E-05,680558.25,15446.29303
594,594,CA262,North Farallon Islands State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2010,,,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/North-Central-California,555547375,CA262,State Marine Reserve,46.8908,46.87144852,100,46.89080811,-123.0721936,37.78589265,584,0.363558748,0.004788162,75078584.96,43588.16369
595,595,CA263,Southeast Farallon Special Closure B,State,CA,No Access,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Seasonal,2010,,Prohibited,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/North-Central-California,555547376,CA263,Special Closure,0.0519544,0.051284768,99,0.05195437,-123.0028275,37.69327364,558,0.01492101,5.29841E-06,82976.11719,1842.44038
596,596,CA265,Point Conception State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555586836,CA265,State Marine Reserve,58.477,57.90333557,99,58.47698212,-120.4695463,34.42415827,403,0.343391443,0.005720639,85940671.68,41075.83228
597,597,CA268,Campus Point State Marine Conservation Area,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,,Unrestricted,1,Ia,IUCN MPA,Marine,http://www.parks.ca.gov/?page_id=27928,555586839,CA268,State Marine Conservation Area,27.4152,26.73693275,98,27.41522217,-119.8692483,34.38307846,258,0.220100304,0.002680783,40253410.99,27527.10297
598,598,CA270,Begg Rock (San Nicolas Island Quad) State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555586841,CA270,State Marine Reserve,98.5851,98.58188629,100,98.58514404,-119.6955168,33.3623918,374,0.347952271,0.009525196,141325738.1,42142.95538
599,599,CA272,Point Dume State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555586995,CA272,State Marine Reserve,19.5566,19.50778198,100,19.55661964,-118.8035964,33.97855759,219,0.21415644,0.001903079,28439073.2,27449.01437
600,600,CA273,Point Vicente State Marine Conservation Area,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555586842,CA273,State Marine Conservation Area,39.0648,39.06386948,100,39.06476593,-118.4319507,33.72008548,278,0.258355389,0.003789949,56464828.2,31118.45084
